date,SPRING,SUMMER,FALL,WINTER,modal_season,confidence,liquidity_z,growth_z,inflation_z,liquidity_pillar_z
2017-08-31,0.3297705487098761,0.21432093169158162,0.17958512898307732,0.27632339061546496,SPRING,0.019171300421987336,-0.39110981775039766,0.13261891556088645,-0.3231918999430338,-0.39110981775039766
2017-09-30,0.30269557060525176,0.27098363013501875,0.20137728130354118,0.2249435179561884,SPRING,0.008963107460873254,-0.4066850983073017,0.22265868268729824,-0.08300187698897771,-0.4066850983073017
2017-10-31,0.26421455205173083,0.3301962083714679,0.225305526045958,0.18028371353084327,SUMMER,0.017390141428826222,-0.4511468737488258,0.2866722554682214,0.16719418375764067,-0.4511468737488258
2017-11-30,0.2565151998665218,0.3773339371468082,0.2179716570593929,0.1481792059272771,SUMMER,0.03934939857951847,-0.4773334009717242,0.41157414709391127,0.28945698653411756,-0.4773334009717242
2017-12-31,0.23199129598390666,0.4132638395178424,0.22720194956338557,0.12754291493486536,SUMMER,0.05973487333271732,-0.49348474056905994,0.44868521847134735,0.43303977895872553,-0.49348474056905994
2018-01-31,0.24846811134934657,0.459080207609169,0.18975209869171764,0.10269958234976681,SUMMER,0.09651309722989565,-0.5662770960078202,0.6626298468957159,0.4604328197164742,-0.5662770960078202
2018-02-28,0.23931870033898525,0.5049071848623282,0.1735255260957844,0.08224858870290211,SUMMER,0.13681002346911242,-0.6867966410232279,0.8010374302463251,0.5599338616242071,-0.6867966410232279
2018-03-31,0.26247970159073086,0.4805358845380826,0.16620140268589512,0.0907830111852914,SUMMER,0.12044506984115078,-0.8049358735866818,0.7962761888627681,0.45354611663579136,-0.8049358735866818
2018-04-30,0.2473180298334714,0.4900092892270195,0.17456569200573036,0.08810698893377876,SUMMER,0.12443695274815114,-0.8225802852860085,0.7740924144343617,0.5128119524511036,-0.8225802852860085
2018-05-31,0.24693705736789057,0.4328025723598497,0.20391559652667296,0.11634477374558677,SUMMER,0.07498097241504453,-0.840023471314573,0.5644316289989282,0.42086114652086537,-0.840023471314573
2018-06-30,0.19923702804465632,0.38361764186148156,0.2745526734304227,0.1425926566634394,SUMMER,0.046670365952846016,-0.7940963991035176,0.2508774007718633,0.49136334042848934,-0.7940963991035176
2018-07-31,0.21593659769103532,0.33341997093013537,0.27350818825613904,0.17713524312269027,SUMMER,0.020143572360944884,-0.7967890225595095,0.14855348185483083,0.325813525458818,-0.7967890225595095
2018-08-31,0.22980598050149295,0.345418946717721,0.2550747564803749,0.16970031630041113,SUMMER,0.02286445669189352,-0.7527964978588987,0.22740101532629478,0.3056419715583659,-0.7527964978588987
2018-09-30,0.27238484830001264,0.3715157057088263,0.2054611324004424,0.15063831359071866,SUMMER,0.03888382378569133,-0.6916438952207898,0.4442506953184578,0.2327813924904798,-0.6916438952207898
2018-10-31,0.28107093353122203,0.245608394679614,0.2207254474211605,0.2525952243680034,SPRING,0.002663781816993671,-0.7462377629672687,0.08011407460677215,-0.10115152049477562,-0.7462377629672687
2018-11-30,0.25993415596487524,0.1500525515915765,0.21594114729173552,0.37407214515181275,WINTER,0.037980153702929176,-0.7464611921548754,-0.2730152457244048,-0.4120820819777554,-0.7464611921548754
2018-12-31,0.2586702091632757,0.07208895890965981,0.14586103573346224,0.5233797961936022,WINTER,0.16394666032077898,-0.7849972095957353,-0.5285650962215054,-0.958239772398083,-0.7849972095957353
2019-01-31,0.26769512574010995,0.08895046908508235,0.16045810451213505,0.4828963006626727,WINTER,0.12489855294746832,-0.6445922967120695,-0.4424648923042209,-0.8263267910715829,-0.6445922967120695
2019-02-28,0.32615773956539185,0.11816134374532825,0.14777669084207198,0.40790422584720787,WINTER,0.08669447479451176,-0.5242595020442321,-0.16773845867833156,-0.7614975882219049,-0.5242595020442321
2019-03-31,0.3165594259862505,0.14172199362281188,0.16752465605307512,0.3741939243378625,WINTER,0.05636288058533734,-0.35545449592215095,-0.1254473951363111,-0.6027327274167997,-0.35545449592215095
2019-04-30,0.3066796794908794,0.2148319931390652,0.19710891712989087,0.28137941024016455,SPRING,0.011913618653784042,-0.19758958718043473,0.0645748804540059,-0.26696063865230807,-0.19758958718043473
2019-05-31,0.2272784706778627,0.16608140511867847,0.25613096410776826,0.3505091600956905,WINTER,0.025298385878078422,-0.1540613539541912,-0.3249081238343245,-0.23527346121485349,-0.1540613539541912
2019-06-30,0.2049170454385753,0.20408859381653732,0.29489864310329245,0.29609571764159487,WINTER,0.012013784939222227,0.06771958139099656,-0.2760581487121428,-0.003038293395640795,0.06771958139099656
2019-07-31,0.22288321201154668,0.1712018536568145,0.2632268232240494,0.34268811110758945,WINTER,0.02252828900627224,0.14163445294552973,-0.3226296113402097,-0.19785347267864675,0.14163445294552973
2019-08-31,0.22131266415962123,0.12781073725463715,0.23827969591853515,0.41259690266720656,WINTER,0.05954720236395672,0.4556934511107075,-0.4671709665874197,-0.41176943785158526,0.4556934511107075
2019-09-30,0.25511599507050403,0.13717839020229344,0.2125038773807641,0.39520173734643843,WINTER,0.04997589073939146,0.4896223975220506,-0.3282585282175996,-0.46532709546589524,0.4896223975220506
2019-10-31,0.25017892969040156,0.12223686738898502,0.2059899918033714,0.4215942111172419,WINTER,0.06719327078951454,0.6872393799552593,-0.39140016432523583,-0.5371617616917892,0.6872393799552593
2019-11-30,0.21486177652927022,0.1910919602252221,0.27963153096113524,0.31441473228437244,WINTER,0.014073791429542681,0.9238582027381209,-0.28553849726476177,-0.08793010664159727,0.9238582027381209
2019-12-31,0.14922859176249806,0.2389029345751769,0.37661762576016417,0.23525084790216083,FALL,0.03763623358044066,1.1247022635989423,-0.34137980963386666,0.35293352605951006,1.1247022635989423
2020-01-31,0.14645549737095923,0.20629862882515784,0.3785240947238337,0.2687217790800492,FALL,0.04217855869418552,1.0863061410482777,-0.45521621681759095,0.2569523725866232,1.0863061410482777
2020-02-29,0.17390792941865962,0.1691361718844787,0.32390880758601176,0.33304709111084985,WINTER,0.03621881092881907,0.864180608292287,-0.4873184076238554,-0.020866407466432108,0.864180608292287
2020-03-31,0.12214899365151807,0.022044398010300417,0.1308363807566064,0.724970227581575,WINTER,0.393940406134224,0.8698038628848772,-1.3356667721741395,-1.2841372859373539,0.8698038628848772
2020-04-30,0.056966385291411854,0.005125515368667769,0.07742173015256791,0.8604863691873524,WINTER,0.6266074030345843,1.2899346209616258,-2.036277309606628,-1.8061727118270359,1.2899346209616258
2020-05-31,0.039628440397731404,0.003182340337312474,0.07115268188543074,0.8860365373795254,WINTER,0.6815344756600308,1.6556002861239751,-2.3304083519896186,-1.8914476283297716,1.6556002861239751
2020-06-30,0.055600288125040934,0.010408312271764683,0.1472728415354046,0.7867185580677897,WINTER,0.5102090137003661,2.146220132159798,-1.9872616406050303,-1.256687729652069,2.146220132159798
2020-07-31,0.08026511967116162,0.04508379469769439,0.3145826206414068,0.5600684649897373,WINTER,0.25652544603531513,1.6091569522022484,-1.4570429128390623,-0.4326092165884725,1.6091569522022484
2020-08-31,0.14113739278277124,0.326256587273186,0.37177676616051886,0.1608292537835239,FALL,0.05969407180463071,1.2540970562806482,-0.0979570754035608,0.6284627373505904,1.2540970562806482
2020-09-30,0.08048248794402334,0.6270650776472977,0.25918640301921914,0.03326603138945984,SUMMER,0.3085058572592966,1.2270669126016986,0.6626271162999372,1.5397580307426393,1.2270669126016986
2020-10-31,0.08645366046615842,0.6422325776887783,0.23912423140224748,0.03218953044281581,SUMMER,0.31560418276034186,1.3215915843248849,0.7409754713122162,1.5040064665449067,1.3215915843248849
2020-11-30,0.17014800883207848,0.6770569077437177,0.12210855328809866,0.030686530136105117,SUMMER,0.32980746906106484,1.1884009445453878,1.284633673441824,1.0358149722251602,1.1884009445453878
2020-12-31,0.17224489025404363,0.679318856685789,0.11841221057368465,0.03002404248648275,SUMMER,0.3338220153885888,1.019287333387782,1.310189075872499,1.029130027546466,1.019287333387782
2021-01-31,0.14887038585994317,0.6729504921408349,0.14590250874410704,0.032276613255114876,SUMMER,0.3206713849807965,0.8928397492718427,1.1465498352457053,1.1314467976402245,0.8928397492718427
2021-02-28,0.12062964461280429,0.6822044604136822,0.16754078102841546,0.02962511394509798,SUMMER,0.33664949284936874,0.7055769231058535,1.0530769633380337,1.2994532585713694,0.7055769231058535
2021-03-31,0.09075175186994791,0.716000971777847,0.1715088571823741,0.021738419169830964,SUMMER,0.3922015132228819,0.7368026007929582,1.0717849601554963,1.5491653101605083,0.7368026007929582
2021-04-30,0.06810669489299652,0.7720011481862109,0.14692986114305776,0.012962295777734853,SUMMER,0.4800069061375384,0.8060411579129446,1.2442730246093816,1.820932889439372,0.8060411579129446
2021-05-31,0.05982051375584779,0.6845148588704438,0.23511745210682594,0.020547175266882378,SUMMER,0.38819652328419474,0.8420153238291795,0.8014688749744884,1.8280212829440572,0.8420153238291795
2021-06-30,0.07193424120519243,0.622766431327209,0.2736864669505923,0.031612860517006285,SUMMER,0.3160937745789434,0.6654127590253819,0.6166412766809124,1.6188143653577656,0.6654127590253819
2021-07-31,0.07761948973861944,0.5688273022949548,0.3111017333269156,0.04245147463951015,SUMMER,0.26661689126509025,0.5457253718522896,0.45259267624304955,1.493818743804159,0.5457253718522896
2021-08-31,0.13188497317271522,0.4498910034878002,0.32341525448153796,0.09480876885794662,SUMMER,0.12358968907962442,0.5116549078129139,0.24755116788020357,0.9203064087218069,0.5116549078129139
2021-09-30,0.1558280742755994,0.3616419430954557,0.33722355820012584,0.14530642442881905,SUMMER,0.059103760385744275,0.427090998431345,0.052431395251358835,0.6314259775034792,0.427090998431345
2021-10-31,0.13234088569351435,0.3548628987674177,0.3735035673511834,0.13929264818788453,FALL,0.07833680673424781,0.35833231026583806,-0.03839703108205381,0.7397628398273398,0.35833231026583806
2021-11-30,0.1466908669660174,0.40849372065926903,0.32728628794388004,0.11752912443083352,SUMMER,0.08787852756428882,0.13074450710185156,0.16623094223046697,0.7681118368536676,0.13074450710185156
2021-12-31,0.12054846304171817,0.46406129994050727,0.3297353988577245,0.08565483816005005,SUMMER,0.14329658068114337,-0.01477551930688562,0.25629460819097627,1.0109736003339975,-0.01477551930688562
2022-01-31,0.12612387300102054,0.41355123043866027,0.3527454317620682,0.107579464798251,SUMMER,0.11006765546164499,-0.26814707091486756,0.11927607086107098,0.8906376437845639,-0.26814707091486756
2022-02-28,0.08966214620517518,0.3855776612279191,0.4257551757886894,0.09900501677821628,FALL,0.1515473673931853,-0.48048452504500433,-0.07434138583792302,1.0940204647228573,-0.48048452504500433
2022-03-31,0.08298185767227788,0.44510174341280756,0.3977605278227127,0.07415587109220186,SUMMER,0.18742948223641542,-0.9026700617553909,0.08433956820460886,1.2597606684549176,-0.9026700617553909
2022-04-30,0.06079534567057598,0.3928296252799861,0.47314921282678624,0.07322581622265169,FALL,0.21892518786803383,-1.1155092691997983,-0.13952610364220136,1.3993970698793128,-1.1155092691997983
2022-05-31,0.0925883300212772,0.3664814834744605,0.4318316983132223,0.10909848819103996,FALL,0.13977515990801725,-1.2593253447449515,-0.12306594572017039,1.0318386670863018,-1.2593253447449515
2022-06-30,0.15092668510256424,0.22117813967757255,0.3732192584433969,0.2546759167764663,FALL,0.03679587947738283,-1.4481678366974815,-0.39239822435553334,0.2866306866963033,-1.4481678366974815
2022-07-31,0.20633859342933228,0.21496566607513876,0.2952728639790713,0.28342287651645764,FALL,0.00912314201424358,-1.4737820089919773,-0.23806617657355644,0.030719884360983718,-1.4737820089919773
2022-08-31,0.22671123350462133,0.20462082904587484,0.2697719806050883,0.29889595684441556,WINTER,0.007770696499515228,-1.4002363052515612,-0.2073138253777483,-0.07688884237407251,-1.4002363052515612
2022-09-30,0.2402824809602286,0.11371222058273667,0.20751354942765185,0.438491749029383,WINTER,0.07835269382004395,-1.508370908744971,-0.4511443200493738,-0.5611082694728899,-1.508370908744971
2022-10-31,0.3182623255937443,0.15253476380218184,0.17145781652132291,0.35774509408275096,WINTER,0.04689578913442194,-1.6304363944832614,-0.08770855433850454,-0.5516125774061361,-1.6304363944832614
2022-11-30,0.3486043116703178,0.13749377953188496,0.14535814278659112,0.36854376601120603,WINTER,0.07062499953450152,-1.6222088696589314,-0.04171647828309009,-0.6977691189198322,-1.6222088696589314
2022-12-31,0.35156553546974634,0.18028282530928338,0.15869128574224353,0.3094603534787267,SPRING,0.039547535346665,-1.4868589146897346,0.09567461528705652,-0.5009019521524656,-1.4868589146897346
2023-01-31,0.4062483204899356,0.11532439959154853,0.10578455636291867,0.3726427235555972,SPRING,0.11957798284672805,-1.2388349214058338,0.06475836340180934,-0.9444116821921859,-1.2388349214058338
2023-02-28,0.36817661108878913,0.1722532836977984,0.14648053424878316,0.31308957096462936,SPRING,0.0508611650769184,-1.2750164779280106,0.12155506924708216,-0.5696975784080449,-1.2750164779280106
2023-03-31,0.3336146401658258,0.2188449216466021,0.17728347719701268,0.27025696099055935,SPRING,0.019657245376741295,-1.0901710591689775,0.15796000584475223,-0.3162173971988235,-1.0901710591689775
2023-04-30,0.33051117870431235,0.13912666633361323,0.15711578474563923,0.37324637021643514,WINTER,0.06300624005337818,-1.0096555209179272,-0.09119867192502062,-0.6489417716765252,-1.0096555209179272
2023-05-31,0.3456131275981907,0.10016340291453932,0.12453080159939472,0.42969266788787525,WINTER,0.11992673362389361,-0.9667255651767273,-0.1633126546126625,-0.9288878546974235,-0.9667255651767273
2023-06-30,0.41265623494485704,0.12684735738511693,0.10827129462848062,0.35222511304154547,SPRING,0.10883967547435136,-1.0548290038395003,0.11875829142983174,-0.884722824162265,-1.0548290038395003
2023-07-31,0.367038708573202,0.18853304244245245,0.15081654129320465,0.293611707691141,SPRING,0.04236710685451106,-1.0810046632289052,0.16740685737498642,-0.49964552433448994,-1.0810046632289052
2023-08-31,0.36285650974483274,0.20919838547108097,0.15649796154142406,0.2714471432426623,SPRING,0.03386137130837763,-0.961318804371069,0.21768002244492565,-0.41304333872288335,-0.961318804371069
2023-09-30,0.3030079543850155,0.3051875331573901,0.19660430747363944,0.19520020498395496,SUMMER,0.017027534180675485,-0.8270852106647779,0.3297999998695414,0.005375544905465494,-0.8270852106647779
2023-10-31,0.22802919239544314,0.40383355191518844,0.23528238829707201,0.13285486739229638,SUMMER,0.053677168934310404,-0.7400181649926242,0.40516226084249013,0.4286468514564522,-0.7400181649926242
2023-11-30,0.2549045648022359,0.3877930165481005,0.21559032859119506,0.14171209005846855,SUMMER,0.04532089361470537,-0.6738156610364298,0.44031881614446317,0.3146868865101346,-0.6738156610364298
2023-12-31,0.30395297672844673,0.29053513893352356,0.19817965835053805,0.20733222598749174,SPRING,0.013141918941213304,-0.4818396504977641,0.2869129083502285,-0.03386135884973785,-0.4818396504977641
2024-01-31,0.306215386892639,0.23963707308735452,0.1993772955501664,0.25477024446984003,SPRING,0.008416580900253434,-0.3649589758084731,0.13794494711026875,-0.1838723622967112,-0.3649589758084731
2024-02-29,0.2892475063228398,0.2963312907664254,0.20971724145400072,0.20470396145673408,SUMMER,0.010670893688425775,-0.30141007623379523,0.2592884249053443,0.01814648187496789,-0.30141007623379523
2024-03-31,0.3072454362877304,0.31440911032445384,0.1913526701336504,0.18699278325416538,SUMMER,0.021615355191910934,-0.36291097845274717,0.3724326532747465,0.017286106556259246,-0.36291097845274717
2024-04-30,0.30663761648156934,0.32398611196916677,0.18976891714321514,0.17960735440604875,SUMMER,0.025177006918123634,-0.4385587653121593,0.40117015813875917,0.04127550191810102,-0.4385587653121593
2024-05-31,0.28193112847679497,0.3246075588197725,0.21057274479218066,0.18288856791125188,SUMMER,0.01828854995980078,-0.3833275732746455,0.3245893252448834,0.10571559414455242,-0.3833275732746455
2024-06-30,0.25823333646147206,0.32022085114313037,0.23335946343489233,0.18818634896050523,SUMMER,0.013066399745226387,-0.28382906417837483,0.23732316848282575,0.16136050236144503,-0.28382906417837483
2024-07-31,0.3196381032617347,0.26752341022644,0.18809809098053218,0.22474039553129313,SPRING,0.013861598116215013,-0.212968205645218,0.2641826175577947,-0.1334867633503433,-0.212968205645218
2024-08-31,0.31458030906869267,0.19006002686798207,0.18656469639201495,0.30879496767131026,SPRING,0.02221944142711929,-0.09787191886011404,0.013921407506853617,-0.37792458385761873,-0.09787191886011404
2024-09-30,0.32243860887743253,0.16410200371236155,0.17318125582658492,0.34027813158362086,WINTER,0.039163775860992955,0.06835415203725531,-0.04038791942032271,-0.5065684122829376,0.06835415203725531
2024-10-31,0.31556342200524296,0.20640525525655234,0.18903083937528903,0.28900048336291567,SPRING,0.016587403749939722,0.07790633664816154,0.06594849131332012,-0.3183886407004458,0.07790633664816154
2024-11-30,0.31251262663712776,0.24391056469662978,0.19444385419804514,0.2491329544681974,SPRING,0.01009920028482958,0.07807981430350265,0.16999362446197053,-0.18588244021940928,0.07807981430350265
2024-12-31,0.26447373491417325,0.2705250966859635,0.23513039395659652,0.22987077444326676,SUMMER,0.001814774341983183,-0.002424044648939758,0.10516848352242451,0.016967195537072138,-0.002424044648939758
2025-01-31,0.24288273093652893,0.31050892845275113,0.2505926407241805,0.1960156998865394,SUMMER,0.009520144906857375,0.056984105131815024,0.16078798547554457,0.1842254384421572,0.056984105131815024
2025-02-28,0.21473705720565642,0.312182854682507,0.28028451585931174,0.19279557225252483,SUMMER,0.013452645732306312,0.07656336855925587,0.08083790513005659,0.2806310991840143,0.07656336855925587
2025-03-31,0.18654591378118354,0.27478008581217017,0.32085095612862946,0.21782304427801683,FALL,0.015435479796919283,0.14232502579577824,-0.116254210791464,0.2904702708829605,0.14232502579577824
2025-04-30,0.24672261247029872,0.16114104670697757,0.23394452436847404,0.35819181645424963,WINTER,0.028315887406552998,0.13053121010201507,-0.2796029729530118,-0.31948847337006714,0.13053121010201507
2025-05-31,0.27760336008880404,0.15380425208104218,0.20271298994780054,0.36587939788235324,WINTER,0.036932106484018234,0.22883410342449642,-0.2070828243685276,-0.4428844718366213,0.22883410342449642
2025-06-30,0.33497053474888133,0.16334077452524293,0.1644478417178376,0.33724084900803813,WINTER,0.04367859401239149,0.2584394357775703,-0.005066091440156886,-0.5386529341999473,0.2584394357775703
2025-07-31,0.2871471293306675,0.2321426507784468,0.21489609265622756,0.2658141272346582,SPRING,0.004591162452137643,0.29672679329932083,0.05789807656451798,-0.15948200504954074,0.29672679329932083
2025-08-31,0.2958371470195348,0.2752824334523457,0.2067224616081546,0.22215795791996493,SPRING,0.007789231070010616,0.18962324690395524,0.21481535468220647,-0.05400864192365694,0.18962324690395524
2025-09-30,0.3367140780054692,0.3168927326858562,0.1679442174534425,0.17844897185523206,SPRING,0.03492897604799372,-0.04389140790565861,0.4761985864649749,-0.04550310231939021,-0.04389140790565861
2025-10-31,0.40715837124142873,0.3849293144080719,0.10103874365160535,0.10687357069889404,SPRING,0.1315474932163022,-0.15346999857645965,1.0031667560212687,-0.042106882345170175,-0.15346999857645965
2025-11-30,0.4419903977357066,0.26328940658707084,0.11002258246085905,0.18469761321636347,SPRING,0.08603897561790441,-0.14045391493996223,0.6544261444715442,-0.38852574360912084,-0.14045391493996223
2025-12-31,0.38413313619880635,0.20441688402230745,0.14290598913893987,0.26854399063994633,SPRING,0.04554501237832731,0.019506812714976892,0.26848084673269623,-0.4731208076866316,0.019506812714976892
2026-01-31,0.3185709733647387,0.20083610632436166,0.18582806168154115,0.2947648586293584,SPRING,0.019236984132211865,0.16167382036114816,0.05825050304606491,-0.3460170768542405,0.16167382036114816
2026-02-28,0.2769952631435448,0.19975441831502094,0.21923782454058666,0.30401249400084757,WINTER,0.010289363880863323,0.16207683403394235,-0.06980129532929284,-0.24518377638780708,0.16207683403394235
2026-03-31,0.17336854400343182,0.22772519719327072,0.34003533807170305,0.25887092073159435,FALL,0.02085114808149091,0.03830143455355145,-0.3006824408674509,0.20453998934911605,0.03830143455355145
2026-04-30,0.13322325648643274,0.2990643396804366,0.39275365910617077,0.17495874472695996,FALL,0.06110321503324512,-0.07488382068144579,-0.20439289545133374,0.606474294005704,-0.07488382068144579
2026-05-31,0.13167108071377823,0.3981957929846294,0.3533057874128584,0.11682733888873394,SUMMER,0.09684294897973666,0.0520883817088299,0.08970741843474611,0.8299776198101017,0.0520883817088299
2026-06-30,0.1860126403230572,0.3879406594994774,0.2879691394674908,0.13807756070997457,SUMMER,0.05353222082621234,0.06460060094922243,0.22349930154359854,0.5512783187717122,0.06460060094922243
2026-07-31,0.25463286416793013,0.30732541925435325,0.2395575582199972,0.19848415835771943,SUMMER,0.008728247193550365,0.16108814200988994,0.1868351018875628,0.1410633182953708,0.16108814200988994
